Order_ID,Order_Date,Order_Day,Order_Week_Day,Order_Month,Order_Month_Name,Order_Year,Order_Quarter,Quarter_Label,Order_EOMonth,Ship_Date,Ship_Day,Ship_WeekDay,Ship_Month,Ship_Month_Name,Ship_Year,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Selling_Price_Per_Unit,Adjusted_Sales,Quantity,Discount,Discount_Amount,Profit,Profit_Per_Unit,Total_Profit,Total_Revenue,,,,
CA-2014-115812,09-06-2014,9,Monday,6,Jun,2014,2,Q2,30-06-2014,14-06-2014,14,Saturday,6,Jun,2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,"$1,706.18",$189.58,"$1,364.95",9,20%,$3.41,$85.31,$9.48,$85.31,"$12,284.52",,,,
CA-2014-115812,09-06-2014,9,Monday,6,Jun,2014,2,Q2,30-06-2014,14-06-2014,14,Saturday,6,Jun,2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,$911.42,$227.86,$729.14,4,20%,$1.82,$68.36,$17.09,$68.36,"$2,916.56",,,,
CA-2017-114412,15-04-2017,15,Saturday,4,Apr,2017,2,Q2,30-04-2017,20-04-2017,20,Thursday,4,Apr,2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,$15.55,$5.18,$12.44,3,20%,$0.03,$5.44,$1.81,$5.44,$37.32,,,,
CA-2016-161389,05-12-2016,5,Monday,12,Dec,2016,4,Q4,31-12-2016,10-12-2016,10,Saturday,12,Dec,2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$407.98,$135.99,$326.38,3,20%,$0.82,$132.59,$44.20,$132.59,$979.14,,,,
US-2015-118983,22-11-2015,22,Sunday,11,Nov,2015,4,Q4,30-11-2015,26-11-2015,26,Thursday,11,Nov,2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",$68.81,$13.76,$13.76,5,80%,$0.55,-$123.86,-$24.77,-$123.86,$68.81,,,,
US-2015-118983,22-11-2015,22,Sunday,11,Nov,2015,4,Q4,30-11-2015,26-11-2015,26,Thursday,11,Nov,2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,$2.54,$0.85,$0.51,3,80%,$0.02,-$3.82,-$1.27,-$3.82,$1.53,,,,
CA-2014-105893,11-11-2014,11,Tuesday,11,Nov,2014,4,Q4,30-11-2014,18-11-2014,18,Tuesday,11,Nov,2014,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",$665.88,$110.98,$665.88,6,0%,$0.00,$13.32,$2.22,$13.32,"$3,995.28",,,,
CA-2014-167164,13-05-2014,13,Tuesday,5,May,2014,2,Q2,31-05-2014,15-05-2014,15,Thursday,5,May,2014,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,$55.50,$27.75,$55.50,2,0%,$0.00,$9.99,$5.00,$9.99,$111.00,,,,
CA-2014-143336,27-08-2014,27,Wednesday,8,Aug,2014,3,Q3,31-08-2014,01-09-2014,1,Monday,9,Sep,2014,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,$8.56,$4.28,$8.56,2,0%,$0.00,$2.48,$1.24,$2.48,$17.12,,,,
CA-2014-143336,27-08-2014,27,Wednesday,8,Aug,2014,3,Q3,31-08-2014,01-09-2014,1,Monday,9,Sep,2014,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,$213.48,$71.16,$170.78,3,20%,$0.43,$16.01,$5.34,$16.01,$512.35,,,,
CA-2014-143336,27-08-2014,27,Wednesday,8,Aug,2014,3,Q3,31-08-2014,01-09-2014,1,Monday,9,Sep,2014,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",$22.72,$5.68,$18.18,4,20%,$0.05,$7.38,$1.85,$7.38,$72.70,,,,
CA-2016-137330,09-12-2016,9,Friday,12,Dec,2016,4,Q4,31-12-2016,13-12-2016,13,Tuesday,12,Dec,2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,$19.46,$2.78,$19.46,7,0%,$0.00,$5.06,$0.72,$5.06,$136.22,,,,
CA-2016-137330,09-12-2016,9,Friday,12,Dec,2016,4,Q4,31-12-2016,13-12-2016,13,Tuesday,12,Dec,2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",$60.34,$8.62,$60.34,7,0%,$0.00,$15.69,$2.24,$15.69,$422.38,,,,
US-2017-156909,16-07-2017,16,Sunday,7,Jul,2017,3,Q3,31-07-2017,18-07-2017,18,Tuesday,7,Jul,2017,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",$71.37,$35.69,$49.96,2,30%,$0.21,-$1.02,-$0.51,-$1.02,$99.92,,,,
CA-2015-106320,25-09-2015,25,Friday,9,Sep,2015,3,Q3,30-09-2015,30-09-2015,30,Wednesday,9,Sep,2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"$1,044.63",$348.21,"$1,044.63",3,0%,$0.00,$240.26,$80.09,$240.26,"$3,133.89",,,,
CA-2016-121755,16-01-2016,16,Saturday,1,Jan,2016,1,Q1,31-01-2016,20-01-2016,20,Wednesday,1,Jan,2016,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,$11.65,$5.82,$9.32,2,20%,$0.02,$4.22,$2.11,$4.22,$18.64,,,,
CA-2016-121755,16-01-2016,16,Saturday,1,Jan,2016,1,Q1,31-01-2016,20-01-2016,20,Wednesday,1,Jan,2016,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,$90.57,$30.19,$90.57,3,0%,$0.00,$11.77,$3.92,$11.77,$271.71,,,,
US-2015-150630,17-09-2015,17,Thursday,9,Sep,2015,3,Q3,30-09-2015,21-09-2015,21,Monday,9,Sep,2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","$3,083.43",$440.49,"$1,541.72",7,50%,$15.42,"-$1,665.05",-$237.86,"-$1,665.05","$10,792.01",,,,
US-2015-150630,17-09-2015,17,Thursday,9,Sep,2015,3,Q3,30-09-2015,21-09-2015,21,Monday,9,Sep,2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,$9.62,$4.81,$2.89,2,70%,$0.07,-$7.05,-$3.53,-$7.05,$5.77,,,,
US-2015-150630,17-09-2015,17,Thursday,9,Sep,2015,3,Q3,30-09-2015,21-09-2015,21,Monday,9,Sep,2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$124.20,$41.40,$99.36,3,20%,$0.25,$15.53,$5.18,$15.53,$298.08,,,,
US-2015-150630,17-09-2015,17,Thursday,9,Sep,2015,3,Q3,30-09-2015,21-09-2015,21,Monday,9,Sep,2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,$3.26,$1.63,$2.61,2,20%,$0.01,$1.10,$0.55,$1.10,$5.22,,,,
US-2015-150630,17-09-2015,17,Thursday,9,Sep,2015,3,Q3,30-09-2015,21-09-2015,21,Monday,9,Sep,2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",$86.30,$14.38,$69.04,6,20%,$0.17,$9.71,$1.62,$9.71,$414.26,,,,
US-2015-150630,17-09-2015,17,Thursday,9,Sep,2015,3,Q3,30-09-2015,21-09-2015,21,Monday,9,Sep,2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",$6.86,$1.14,$2.06,6,70%,$0.05,-$5.72,-$0.95,-$5.72,$12.34,,,,
US-2015-150630,17-09-2015,17,Thursday,9,Sep,2015,3,Q3,30-09-2015,21-09-2015,21,Monday,9,Sep,2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,$15.76,$7.88,$12.61,2,20%,$0.03,$3.55,$1.77,$3.55,$25.22,,,,
CA-2017-107727,19-10-2017,19,Thursday,10,Oct,2017,4,Q4,31-10-2017,23-10-2017,23,Monday,10,Oct,2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,$29.47,$9.82,$23.58,3,20%,$0.06,$9.95,$3.32,$9.95,$70.73,,,,
CA-2016-117590,08-12-2016,8,Thursday,12,Dec,2016,4,Q4,31-12-2016,10-12-2016,10,Saturday,12,Dec,2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,"$1,097.54",$156.79,$878.04,7,20%,$2.20,$123.47,$17.64,$123.47,"$6,146.25",,,,
CA-2016-117590,08-12-2016,8,Thursday,12,Dec,2016,4,Q4,31-12-2016,10-12-2016,10,Saturday,12,Dec,2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",$190.92,$38.18,$76.37,5,60%,$1.15,-$147.96,-$29.59,-$147.96,$381.84,,,,
CA-2015-117415,27-12-2015,27,Sunday,12,Dec,2015,4,Q4,31-12-2015,31-12-2015,31,Thursday,12,Dec,2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",$113.33,$12.59,$90.66,9,20%,$0.23,$35.42,$3.94,$35.42,$815.96,,,,
CA-2015-117415,27-12-2015,27,Sunday,12,Dec,2015,4,Q4,31-12-2015,31-12-2015,31,Thursday,12,Dec,2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",$532.40,$177.47,$362.03,3,32%,$1.70,-$46.98,-$15.66,-$46.98,"$1,086.09",,,,
CA-2015-117415,27-12-2015,27,Sunday,12,Dec,2015,4,Q4,31-12-2015,31-12-2015,31,Thursday,12,Dec,2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$212.06,$70.69,$148.44,3,30%,$0.64,-$15.15,-$5.05,-$15.15,$445.32,,,,
CA-2015-117415,27-12-2015,27,Sunday,12,Dec,2015,4,Q4,31-12-2015,31-12-2015,31,Thursday,12,Dec,2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,$371.17,$92.79,$296.93,4,20%,$0.74,$41.76,$10.44,$41.76,"$1,187.74",,,,
CA-2017-120999,10-09-2017,10,Sunday,9,Sep,2017,3,Q3,30-09-2017,15-09-2017,15,Friday,9,Sep,2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,$147.17,$36.79,$117.73,4,20%,$0.29,$16.56,$4.14,$16.56,$470.94,,,,
CA-2016-101343,17-07-2016,17,Sunday,7,Jul,2016,3,Q3,31-07-2016,22-07-2016,22,Friday,7,Jul,2016,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",$77.88,$38.94,$77.88,2,0%,$0.00,$3.89,$1.95,$3.89,$155.76,,,,
CA-2017-139619,19-09-2017,19,Tuesday,9,Sep,2017,3,Q3,30-09-2017,23-09-2017,23,Saturday,9,Sep,2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$95.62,$47.81,$76.49,2,20%,$0.19,$9.56,$4.78,$9.56,$152.99,,,,
CA-2016-118255,11-03-2016,11,Friday,3,Mar,2016,1,Q1,31-03-2016,13-03-2016,13,Sunday,3,Mar,2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",$45.98,$22.99,$45.98,2,0%,$0.00,$19.77,$9.89,$19.77,$91.96,,,,
CA-2016-118255,11-03-2016,11,Friday,3,Mar,2016,1,Q1,31-03-2016,13-03-2016,13,Sunday,3,Mar,2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$17.46,$8.73,$17.46,2,0%,$0.00,$8.21,$4.10,$8.21,$34.92,,,,
CA-2014-146703,20-10-2014,20,Monday,10,Oct,2014,4,Q4,31-10-2014,25-10-2014,25,Saturday,10,Oct,2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$211.96,$52.99,$211.96,4,0%,$0.00,$8.48,$2.12,$8.48,$847.84,,,,
CA-2016-169194,20-06-2016,20,Monday,6,Jun,2016,2,Q2,30-06-2016,25-06-2016,25,Saturday,6,Jun,2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,$45.00,$15.00,$45.00,3,0%,$0.00,$4.95,$1.65,$4.95,$135.00,,,,
CA-2016-169194,20-06-2016,20,Monday,6,Jun,2016,2,Q2,30-06-2016,25-06-2016,25,Saturday,6,Jun,2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",$21.80,$10.90,$21.80,2,0%,$0.00,$6.10,$3.05,$6.10,$43.60,,,,
CA-2015-115742,18-04-2015,18,Saturday,4,Apr,2015,2,Q2,30-04-2015,22-04-2015,22,Wednesday,4,Apr,2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",$38.22,$6.37,$38.22,6,0%,$0.00,$17.96,$2.99,$17.96,$229.32,,,,
CA-2015-115742,18-04-2015,18,Saturday,4,Apr,2015,2,Q2,30-04-2015,22-04-2015,22,Wednesday,4,Apr,2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,$75.18,$12.53,$75.18,6,0%,$0.00,$35.33,$5.89,$35.33,$451.08,,,,
CA-2015-115742,18-04-2015,18,Saturday,4,Apr,2015,2,Q2,30-04-2015,22-04-2015,22,Wednesday,4,Apr,2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,$6.16,$3.08,$6.16,2,0%,$0.00,$2.96,$1.48,$2.96,$12.32,,,,
CA-2015-115742,18-04-2015,18,Saturday,4,Apr,2015,2,Q2,30-04-2015,22-04-2015,22,Wednesday,4,Apr,2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",$89.99,$89.99,$89.99,1,0%,$0.00,$17.10,$17.10,$17.10,$89.99,,,,
CA-2016-105816,11-12-2016,11,Sunday,12,Dec,2016,4,Q4,31-12-2016,17-12-2016,17,Saturday,12,Dec,2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,$15.26,$2.18,$15.26,7,0%,$0.00,$6.26,$0.89,$6.26,$106.82,,,,
CA-2016-105816,11-12-2016,11,Sunday,12,Dec,2016,4,Q4,31-12-2016,17-12-2016,17,Saturday,12,Dec,2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,"$1,029.95",$205.99,"$1,029.95",5,0%,$0.00,$298.69,$59.74,$298.69,"$5,149.75",,,,
CA-2016-111682,17-06-2016,17,Friday,6,Jun,2016,2,Q2,30-06-2016,18-06-2016,18,Saturday,6,Jun,2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,$208.56,$34.76,$208.56,6,0%,$0.00,$52.14,$8.69,$52.14,"$1,251.36",,,,
CA-2016-111682,17-06-2016,17,Friday,6,Jun,2016,2,Q2,30-06-2016,18-06-2016,18,Saturday,6,Jun,2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,$32.40,$6.48,$32.40,5,0%,$0.00,$15.55,$3.11,$15.55,$162.00,,,,
CA-2016-111682,17-06-2016,17,Friday,6,Jun,2016,2,Q2,30-06-2016,18-06-2016,18,Saturday,6,Jun,2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,$319.41,$63.88,$287.47,5,10%,$0.32,$7.10,$1.42,$7.10,"$1,437.35",,,,
CA-2016-111682,17-06-2016,17,Friday,6,Jun,2016,2,Q2,30-06-2016,18-06-2016,18,Saturday,6,Jun,2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",$14.56,$7.28,$14.56,2,0%,$0.00,$6.99,$3.49,$6.99,$29.12,,,,
CA-2016-111682,17-06-2016,17,Friday,6,Jun,2016,2,Q2,30-06-2016,18-06-2016,18,Saturday,6,Jun,2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,$30.00,$15.00,$30.00,2,0%,$0.00,$3.30,$1.65,$3.30,$60.00,,,,
CA-2016-111682,17-06-2016,17,Friday,6,Jun,2016,2,Q2,30-06-2016,18-06-2016,18,Saturday,6,Jun,2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,$48.48,$12.12,$38.78,4,20%,$0.10,$16.36,$4.09,$16.36,$155.14,,,,
CA-2016-111682,17-06-2016,17,Friday,6,Jun,2016,2,Q2,30-06-2016,18-06-2016,18,Saturday,6,Jun,2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,$1.68,$1.68,$1.68,1,0%,$0.00,$0.84,$0.84,$0.84,$1.68,,,,
CA-2015-135545,24-11-2015,24,Tuesday,11,Nov,2015,4,Q4,30-11-2015,30-11-2015,30,Monday,11,Nov,2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",$13.98,$6.99,$13.98,2,0%,$0.00,$6.15,$3.08,$6.15,$27.96,,,,
CA-2015-135545,24-11-2015,24,Tuesday,11,Nov,2015,4,Q4,30-11-2015,30-11-2015,30,Monday,11,Nov,2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$25.82,$4.30,$20.66,6,20%,$0.05,$9.36,$1.56,$9.36,$123.96,,,,
